index,text,label
304,"@brandileighhhhh its called sexual coercion, and it is the same as rape. #RapeCulture #SemST",FAVOR
146,"It's hard being a woman, constantly annoyed by things that don't really matter on the grand scheme of things. Wish I was a man #SemST",AGAINST
421,YOU'RE A GIRL AND HAVE A SEX DRIVE!? YOU MUST BE A SLUT! #feminist #SemST,FAVOR
26,@thomas_RAL: Most feminists don't know what they are fighting for?! Most ego maniac's who want they're 15 minutes of fame. #c4news #SemST,AGAINST
414,Selective listening a #character trait of convenience #feminists #SemST,AGAINST
354,Anyone else starting to notice the general demographic of feminists is like fucking high-schoolers. #SemST,AGAINST
162,"wanted to pursue a career rather than settle down and start a family in my 20's. Even now, people still tell me time is ticking & #SemST",FAVOR
22,Feminists are so stupid they think they're the only ones who can have freedom of speech Lmaooo #SemST,AGAINST
299,A year of relentless harassment of folks talking about rape & abuse on #YesAllWomen = thriving rape culture on social media #SemST,AGAINST
431,I love that girl @EricWynalda on @meganrapinoe_15 What the hell @FOXSports1? Way to diminish women's soccer #USWNT #SemST,FAVOR
136,I met my first radical feminist today. Holy shit. Amazing how much can go wrong in a brain #wtf #SemST,AGAINST
291,"#LikeAFeminist if you don't identify as a feminist, clearly you don't love yourself sweetie. #SemST",FAVOR
62,@Awyee707 @TigerClaud You compared playing with dolls to a violent disposition. Two very different things. #GamerGate #SemST,NONE
396,...OR SLOW DOWN YOUR CALL TO YELL AT ME WHILE I WAIT FOR THE BUS!!! #WHATTHEACTUALFUCK #SemST,AGAINST
448,"@mit5_anders To paraphrase Friedan, the more a drive is deprived of data, the more its data will expand to fill the space. #1960s #SemST",NONE
330,Saying #AllLivesMatter instead of #BlackLivesMatter is like saying equal rights for all instead of #SemST,NONE
433,Whether you label yourself a feminist or not I think it's important that we address equal rights.-Taylor Swift. #SemST,FAVOR
301,"Towie catchup, totally agree with ferne #TOWIE #SemST",NONE
348,@oakleyftgaga you should be nice to me anyways #NicerInternet #SemST,NONE
305,@prpodcastshow I hope there is a women's size for the #GameofKings championship belt. Or is that just for men? #SemST,AGAINST
155,"I only ever see ""meritocracy is a myth"" being pushed by people with no skills trying to buddy-buddy their way to the top. Hmm. #SemST",NONE
97,#Feminists: calling other people bad names won't turn them into feminists.You're shooting yourselves in the foot. #sexism #antiSJW #SemST,AGAINST
268,The basic principle of the universe is INFORMATION. Literally everything is information in one form or another. #antifeminism #SemST,AGAINST
208,"So, I'm following @rgay's lead & embracing the term #badfeminist. I'm too far from perfect and still learning. #SemST",FAVOR
474,Just been putting the finishing touches to a feminist-themed cryptic crossword... Standard. #crosswords #SemST,FAVOR
439,"I guess crying over a NHL player is better/safer than getting violent over one, right? #Saad #Blackhawks #SemST",AGAINST
196,Kwink884 thewtfmagazine gamers are fatophobes. ever notice there are no morbidly obese characters in video games? #GamerGate #Not... #SemST,NONE
370,"@rimmedlarry Actually, the tag was made by feminists so they can narcissistically post selfies to prove they're not ugly. #SemST",AGAINST
278,Patriarchy Theory - designed to project the prejudice and insecurity of feminists onto men #SemST,AGAINST
395,@chelss_21x love how it doesn't distract female teachers #SemST,NONE
357,#Weneedfeminism because Twitter has its very own misogynist harassment machine. #YesAllWomen #HeForShe #Feminist #SemST,AGAINST
300,RT VivienneDenue: Code to hack and evil to destroy. Time to get back to work and kick some ass. #gamedev #femaleprotagonist #cybe... #SemST,FAVOR
148,All the feminist block me because I speak true. #SemST,AGAINST
74,@elllode BUT SHE RUNS IN HIGH HEELS #SemST,AGAINST
249,i have autocorrect switched off smh i dnt need u im independent #SemST,NONE
63,@marieclaire Or...She's a grown 21st century woman who may do whatever pleases her! Especially with her fashion and body!  #SemST,FAVOR
516,Gotta love the respect feminists give to those that don't wanna be a feminist (note the sarcasm) #IDontNeedFeminism #SemST,AGAINST
494,"And people wonder why #feminists aren't taken seriously...  At least give me 1 every time I hear this, I'd be rich!  #SemST",AGAINST
387,Wow @fernemccann  you are beautiful even make up free! #girlpower #SemST,FAVOR
38,Omfg... definition of first world problems. #FuckFeminism #SemST,AGAINST
89,@Martin_chris4 Car women will as well. #SemST,AGAINST
275,RT @rapebombing: #HowToSpotAFeminist like @infinitehoran_ They block you & then stalk you for days/weeks afterwards. #SemST,AGAINST
283,Speaking from the heart is rarely wise especially if you have a retarded heart like most feminists.   #GamerGate #SemST,AGAINST
42,All I need in this life of sin is me and my girlfriend #SemST,NONE
274,What is wrong with you people. Women with self respect should be coveted. Or have we been listening to too much Rush? #SemST,FAVOR
126,Always a delight to see chest-drumming alpha males hiss and scuttle backwards up the wall when a feminist enters the room. #manly #SemST,FAVOR
129,"RT EmilAaslund: Dear third wave feminists: I hate you, not women. Get your definitions straight. #GamerGate #slipperyslope #NotYo... #SemST",AGAINST
30,How to spot a fashion-#Feminist - they claim feminism is about equality. Feminist actions demonstrate otherwise. #SemST,AGAINST
288,This #MaritalRape law if misused dont give any scope to men to prove their innocence.Even honest men can be trapped & slaughtered. #SemST,AGAINST
242,RT @LeexxxW: So #SpankAFeminist is sooooo horrible but #killallmen is perfectly fine ! I see how it is!! #SemST,AGAINST
237,@ENews Tell @TerrenceJ to stop speaking about women is such a belittling manner. You should NEVER lie to women. #Equality #asshole #SemST,FAVOR
469,Staying silent after being raped so as not to get charged with adultery is an expression of my #SemST,FAVOR
265,To men who make contact with women thinking they are owed a response #patriarchy #SemST,FAVOR
252,"You want to hear something really ugly, 1 in 5 women will be sexually assaulted in their time in college #MisogynyIsUgly #SemST",FAVOR
99,"Men don't have a right to talk over you, you're voice is important, you are a goddess and don't deserve to be silenced #SemST",FAVOR
64,"The representation goal of Feminism has gone from  ""Invent more female characters""  to  ""Replace all male characters #SemST",AGAINST
450,So you want equality in the work place between men and woman but you won't take the trash out..? Makes sense #SemST,AGAINST
324,@70kha @scroll_in We can't pass judgements and offer advice on issues like hijab as if they belong to subaltern cultures.  #SemST,NONE
462,"When real life gets controversial, scroll social media faster. #BaltimoreRiots #NepalEarthquake #kyliejennerchallenge #SemST",NONE
314,Ruth_Blane: _AnAvgJoe_: RT Ruth_Blane: Ruth_Blane: Ruth_Blane: Ruth_Blane: ReverseDowry: RT manojmane: Take this !! #Feminazi #sc... #SemST,AGAINST
331,@UKIP Also a policy on removing feminists. In their entirety. Thanks for your help with this #VoteUKIP #SemST,AGAINST
182,Done with crime shows making rape about the father instead of the victim #SemST,FAVOR
388,Feminist extremists ruin it for everyone. Respect to feminist who actually want equality and not a handout. #SemST,AGAINST
59,It is not a woman's place to be made to feel uncomfortable walking down the street. #PoppySmart #SemST,FAVOR
405,@beeeatles is this list for real? Please god it better be a joke. No man or woman should ever pay attention to this shit. #pissed #SemST,NONE
398,Feminism is built on hatred. Nothing to do with equality or any other humanitarian grounds #Don'tMancriminate #SemST,AGAINST
195,I take it personally when people call my dog a he. Toni is a girls name too #SemST,FAVOR
108,"@vote4pedro___ she lied you idiot, it's a fact & the reason that you won't acknowledge those facts is also the reason why #SemST",NONE
476,@deanesmay The Command-and-control mentality runs deep with #feminists. The Swedish Feminist Initiative is open with it #SemST,AGAINST
211,#HowToSpotAFeminist?-> 3 Feminists believe in rape culture instead of their erotomania + delusions of persecution.   #SemST,AGAINST
55,"@ProLifeAction nope, no more adultery now than 100 years ago or 600 years ago. Sorry facts don't fit your narrative. #prochoice #SemST",NONE
107,"The mentality of #GamerGate is,   ""HEY! OUR Feminists are suuuuper stable! BTW don't agitate them with any criticism""  #SemST",AGAINST
244,@Demias20  Misogynist Patriarchy rapist neckbeard Harasser evil mansplain manspread woman hater born a rapist Etc Etc Etc #SemST,FAVOR
153,It's funny how the #government wants to fix the #gay problems but what about the straight people problems #SemST,NONE
223,"Stupid Feminists, the civilization you take for granted was built with the labour, blood sweat and tears of men. #SemST",AGAINST
72,@ProteinWorld Don't worry about all these feminists. Any press is good press. I will be ordering products. soon. #SemST,AGAINST
317,TASK 1.Present a feminist the fact most infanticides are perpetrated by the mother.  2.She will blame it on a male(s). #SemST,AGAINST
460,Do you know the difference between Activism and Advocacy? #SDG #youthdevelopment #SemST,AGAINST
379,"Why are we all afraid to say the f-word? By f-word, I mean, feminist. It's not a bad word, people! #SemST",AGAINST
193,Women are superior to men in every aspect #feminist #SemST,FAVOR
400,feminism appeared for ray rice domestic violence but disappear for hope sole's #doublestandards #SemST,AGAINST
154,"@kbambi1376 It's not a conscious choice that's made. Betas make women feel unsafe, unprotected, right? #SpankAFeminist #SemST",AGAINST
502,What a real #Patriarchy and #RapeCulture looks like. #BeingFemaleInNigeria  #pjnet #GamerGate #SemST,AGAINST
326,#HowToSpotAFeminist?->  7 Feminists compare themselves to successful men & non feminist women to harbor jealousy.  #SemST,AGAINST
440,@foreigncorrespo And just because you can quote Simone doesn't mean you understand her. Modern femmie-nism is just whining. #SemST,AGAINST
477,Shhhh! @Bayonethics can't you see @monikarmoore is bragging? Even feminists have the right to be bitches... #GamerGate #SemST,FAVOR
372,I do not wish for #Women to have power over #Men but over themselves. #Milan #KnockKnock #PAK_Army #PTIFamily #SemST,FAVOR
248,"@jaclynf, @JessicaValenti, @AmandaMarcotte and @PennyRed are why feminists don't live on the same planet as us. #SemST",AGAINST
56,#FSURHET protip. MAYBE familiarize yourself with recent trending topics....#Meninist #BlackLivesMatter #BaltimoreRiots #SemST,NONE
113,"Watch out, the feminists' next move will probably be demanding pay for the First Lady. #SemST",AGAINST
177,"@virtuadad @TakedownMRAs the library, quit attempting 2 hurt others just so they'll think the way u do #SemST",AGAINST
190,"When did trivializing the suffering of authentic rape victims become a ""sport""?  Welcome to feminism.   #GamerGate #SemST",AGAINST
201,Writing and wondering why ovarian and seminal aren't BOTH synonyms for original? #OppressedByThesaurus #OvariesBeforBrovaries #SemST,AGAINST
35,".@nycinterlude Don't worry, honey. Intelligence is a roadblock to full, unquestioning faith in feminism. Bleated be! #SemST",AGAINST
343,People who call themselves beautiful are really the ugliest. #deep #edgy #Philosophy #BaltimoreRiots #Baltimore #SemST,NONE
289,"RT @LZats: Do you know what women should stop wearing after age 30? Nothing. Women can wear whatever they want, no matter how old. #SemST",FAVOR
260,"If we have equality women wouldn't be expected to submit to the ""traditions"" of marriage. #genderequality #SemST",FAVOR
506,"Meritocracy is only oppressive against the incompetent - if you believe it's sexist, YOU are the sexist one #therealkind #SemST",AGAINST
454,Honoured to be followed by the truly inspirational @Kon__K founder of @ASRC1 #realaustralianssaywelcome #thethingsthatmatter #SemST,NONE
135,@TheCoffeeFilter: ...OR SLOW DOWN YOUR CAR TO YELL AT ME WHILE I WAIT FOR THE BUS!!! #WHATTHEACTUALFUCK #SemST,AGAINST
480,.@feminismvibes Men don't admit to being raped as readily as women do. So your question is feminist bullshit. #SemST,AGAINST
459,#WhoIsBurningBlackChurches is the latest racist hate mob tag. No surprise it's all #BlackLivesMatter people. #SJWLogic #SemST,NONE
123,Some feminist's would shut down the entire global porn industry & put millions on benefits/welfare & not even care #SemST,AGAINST
392,I brace myself for the onslaught anytime I walk by any man on the street.  #catcalling #streetharassment #equality #sexism #SemST,FAVOR
452,"I refuse to accept that there is a unbreakable glass ceiling, after all if you hit glass hard enough it will shatter #glassceiling #SemST",FAVOR
523,Here we are fighting for equality when @Wimbledon decide to only allow ladies heat breaks. Do men not get hot too? #SemST,AGAINST
416,@MrRamsbottom @instruct @madebyreformat @studiodbd @luketonge I have to stop tweeting now cause @JoeWellMade wants his tea making. #SemST,NONE
490,.@cooImemegirl @TC_Stompa So what? It is a man's choice whether he wants to breast feed his children. #SemST,NONE
43,"@PennyRed you realise that you have just painted ""all"" men with the same brush. So ""wilfully ignorant"" could describe you! #fail #SemST",AGAINST
137,It's not about making women stronger. Women are already strong. It's about changing the way the world perceives that strength ! #SemST,FAVOR
527,"I take some solace in knowing that, at least, it means they don't know who that useless hack is... @thehiredmind  #SemST",NONE
363,people actually brag about how dank their shatter wax shit is on instagram pls kill me #lol #dabs #wax #420 #SemST,NONE
264,Girls over 130 shouldn't wear a swim suit #womenintech #SemST,AGAINST
105,Elizabeth Cady Stanton did not die so you could get upset about fuckbois that don't text back #SemST,FAVOR
85,"With Hillary's lead over Sanders narrowing, how long before Bernie is accused of misogyny?  #tcot #SemST",AGAINST
295,They don't call it MALE-volent for no reason #SemST,FAVOR
4,Pussy Riot: A Punk Prayer  I highly suggest you watch it. Such an amazing documentary. #SemST,FAVOR
245,if women didn't have double standards then they would have no standards. #MagicMikeXXL #YesAllWomen #SemST,AGAINST
328,"Grr! That subject is not allowed to be joked about! - Typical Feminist, regarding every topic of humor #SpankAFeminist #SemST",AGAINST
447,"Women don't make 75% less than men for the same job. Women, on average, make less then men. Look it up feminazis. #EqualPayDay #SemST",AGAINST
410,"Interesting in the video she kidnaps and tortures(tying up, confinement, etc) the wife or GF of the evil accountant #SemST",AGAINST
37,@gelijkis my hat is seriously off to all those who made Beijing such a breakthrough. We don't say thank you enough! #womensrights #SemST,FAVOR
394,I nailed another black feminist. I banged her so hard that she shit. My wife ended up cleaning up the shit too. #BaltimoreRiots #SemST,AGAINST
402,Can't find it in me to be friends with people who throw around the word 'slut' or judge women for being sexual beings. #Equality #SemST,AGAINST
424,@MrMikeCalta  Proud to say I don't listen to fat crossed eyed MJ #SemST,NONE
114,@carly_senatore Also im assuming you claim to be one...yet you just called me an idiot and you dont even know me. Nice. #SemST,NONE
408,@Vivvyyy what's so wrong with getting dick? How come when guys do it they're praised for it? YOU SEXIST #SemST,FAVOR
3,I get a lot of shit for saying boobs are sexual. I'm sorry you call me ignorant all you want but its true #freethenippple #boobs #SemST,AGAINST
315,"Feminism on twitter is the black hole of human intelligence, just like creationism.  #GamerGate #SemST",AGAINST
130,I'm glad I was able to raise my kids n a time when my educated mothering decisions for my family were not vilified. #nonvaxxerhere #SemST,AGAINST
81,the time for gender equality is NOW! #SemST,FAVOR
316,".@cooImemegirl Feminists reject (or ignore the fight for) equality when it might hurt women. That's not equality, duh. #SemST",AGAINST
373,"With or without someone by my side, I'm gonna achieve all the goals I have set. #strongwomen #Goals #SemST",AGAINST
451,"What a great accomplishment #marriageequality , too bad it still sucks to be black or a woman in America. #racism #truthbomb #SemST",FAVOR
514,@lucypalmreports I don't need feminism because I am pretty #SemST,AGAINST
19,"Those fucking feminists...   Sir Tim Hunt was fired over lies. Following his joke, he praised women in science.   #SemST",AGAINST
333,"@moderncomments Oh, come now! We both know she doesn't mean it *like that* -- only when it's advantageous! #SemST",AGAINST
115,@lucyblakeman12 You need feminism more than you need anything else in your life. You couldn't survive or speak w/o it. #SemST,FAVOR
169,the fact that people think women need to be appealing and attractive to be heard/seen as equal is why we need feminism #SemST,FAVOR
407,It upsets me how people are so narrow-minded when it comes to feminism. STEREOTYPING MEN IS NOT . #SemST,FAVOR
90,"hooks says that we continue,even though it's hard and causes pain, because of those people we look to #whatawoman #bellhooks #love #SemST",FAVOR
276,This feminist supports gender equality because some people believe a woman's value lies in her physical beauty. #SemST,FAVOR
215,"@DaniBChristen Yes,a ""greater"" understanding because ur's is ""superior"" 2 mine LOL #IDontNeedFeminism #SemST",AGAINST
507,@Not_Jaewon_Kang lol Jaewon you are so good in the hood! We just like poetry over pressing issues #SemST,NONE
160,"Their other complaints are just fake shit they made up, this on the other hand is amazingly controlling and entitled 2/ #SemST",AGAINST
479,"Watch colors code red now. It shows how a newly wedded wife con's the family. ,""con bride"" #colors #scrap498a #SemST",NONE
199,Recenter your world. Be the captain of your ship. The author of your life story. #SemST,NONE
465,"Old, insecure females forcing hatred of men on a younger generation of women #SemST",AGAINST
504,The statistics show that male victims of rape are more likely to be straight than gay. #SemST,NONE
473,"Im sorry if you going to be with me and call me ""you women"" like im a cadigory ill probably but boot out the door #SemST",FAVOR
529,Because young girls are told not to be raped instead of telling boys not to rape #SemST,FAVOR
417,DEAR FEMINISTS  The evidence of your closeted hate is your refusal to address man-hate in feminism.   #GamerGate #SemST,AGAINST
263,"If you claim nor to be a feminist, you either don't understand what feminism is, or you are a huge societal problem. #SemST",FAVOR
349,All mascots in women's world Semi-final are girls?... #Equalityforall #SemST,AGAINST
39,Gender norms my ass: definitely moved a few 40lb boxes in wedges #muscles #SemST,AGAINST
258,We live in a world where you're either a bitch or a doormat #SemST,FAVOR
336,Keep the fight going for justice in all our communities #LGBTRights #BlackLivesMatter #JusticeForMuslims #HispanicGirlsUnited #SemST,NONE
120,Just give me the attention you never gave anyone else. #ExtremeRules #NepalEarthquake #FreddieGray #RHOAReunion #SemST,NONE
497,Seriously can't believe they gave the women heat breaks and not the men #Wimbledon #SemST,AGAINST
13,@Yohanzor  @kittylight @OccupyWomen You lunatics aren't fooling any1. Your skewed logic is only due 2 your delusions. #SemST,AGAINST
435,One gay one straight. one male One female. One friendship. #Equality #Friends #SemST,NONE
189,#Feminists can now prove Wage Gap... yet no lawsuits have come forward of women paid less... maybe it doesn't exist.  #SemST,AGAINST
277,"Like, feminism isn't just about 'gender' it's about so much more than that you ignorant toad. #SemST",FAVOR
270,Getting haircut b/c I have a job interview. Because being male and having shoulder length hair is 'unprofessional' #SemST,AGAINST
364,I am really proud to be a @HeforShe and I want to thank @EmWatson for being such a powerful feminist #HeForShe #SemST,FAVOR
355,@E__Strobel @rsmccain @instapundit @CHSommers @CathyYoung63 @AsheSchow @mensrightsrdt @Anneeliz1 That's right. All sex is rape. #SemST,NONE
404,Feminism is not just about women; it's about letting all people lead fuller lives ~ @JaneFonda #life #SemST,FAVOR
428,"@Yaahnemba Have you ever thought that maybe ""blue jeans"" hates you? Not everyone in the world is made for each other. #SemST",NONE
8,FINALLY A WOMEN RUNNING FOR PRESIDENT #SemST,FAVOR
526,"What do you say to a woman with two black eyes?  Nothing, she's already been told twice.   #SemST",AGAINST
522,#WeNeedFeminism because #YesAllWomen simply do not get the same level of respect that I get as a man. #HeForShe #SemST,FAVOR
309,"Women are strong, women are smart, women are bold. #FeministsAreBeautifulisalovemovement #SemST",FAVOR
234,"All men accused of rape should be immediately castrated, no questions asked. #RapeCulture #HeForShe #SemST",FAVOR
82,It's frustrating & awful that the only voices getting access to a wider audience are the voices of hate. #ConfederateFlag #race #SemST,NONE
445,U.S. putting a women on $10 bill instead of $20... anyone else think it's a BS compromise? #TheNew10 #WomenOn20s #Feminist #SemST,AGAINST
381,"Thanks for all the laughs tonight, @amyschumer! And the social commentary wasn't bad either ;) #equalpay #girlyoudontneedmakeup #SemST",FAVOR
521,"@camerongreen22 Young man, stop wearing your sister's clothes and makeup. You look ridiculous. #SpankAFeminist #SemST",AGAINST
483,I need feminism because I can't walk three blocks without getting cat called and a man asking me to get in his car . #SemST,FAVOR
60,@DrEmilyGrossman @LiquideousSnake @FredvonsydowTW @ibbibby @CathyYoung63 @ZombieNeith  FEEL decides who get support.  #SemST,NONE
152,"Being raised by a feminist in rotting, soiled clothes - ""I'm not your slave! #SemST",AGAINST
139,Abusive Misogynist  @NickRinke whining that feminists are blocking him. Let's make his day and all bock him. #YesAllWomen #SemST,FAVOR
117,Misogynist abuser @NickRinke whining that feminists are blocking him. Let's make his day and all bock him. #YesAllWomen #SemST,FAVOR
311,"If I had a dollar for every #Feminist I've wanted to kick in the shin, I could retire and shitpost on twitter all day. #SemST",AGAINST
292,Tumblr made me slightly transphobic and misogynistic. #Tumblr #SemST,NONE
188,"@jordanelliott_ Slut is a word made to degrade women, we shouldn't degrade anyone - it's their body's they can do what they like #SemST",FAVOR
375,"I am not free while any woman is unfree, even when her shackles are very different from my own Audre Lorde #feminist #SemST",FAVOR
360,Congratulations to America for overcoming 1 battle for #equality. Now let's have women&all races treated equally #AllLivesMatter #SemST,FAVOR
40,@stephspickle they make me smile :) #SemST,AGAINST
296,Reading a mag that has endless pages about how to look on holiday but holidays are the time not to give a fuck. That's the point! #SemST,NONE
132,RT @WeAreFemstrong: Wonder what it'd be like to wear a dress and NOT be sexually harassed for it.  #YesAllWomen #SemST,FAVOR
86,"@optimist216 What a load of crap. Dressing appropriately for the office is ""sexist""? Grow up. #YesAllWomen #SemST",FAVOR
491,"If masculinity is toxic, then I must be a nuclear waste facility. #gamergate #dumbfeminist #SemST",AGAINST
334,"Contempo Qiwaamah:longer paid maternity leave,flexi working hours,on-site childcare,breastfeeding/breastpumping rooms,equal pay #SemST",FAVOR
359,"Most non-feminist ppl are ""category-fluid"". #Feminists, you'd best respect that!  #antifeminism #misogyny #MGTOW #MRA #antiSJW #SemST",AGAINST
455,"After a gr8 day for US equality, I think of the girls who pose with @DanBilzerian; setting female equality back 40yr #gaymarriage #SemST",FAVOR
378,Why should woman stick together?  I don't like half of you cunts. #SemST,AGAINST
75,@foreigncorrespo I'm never bored. Ppl who easily get bored - like you profess to be - are generally boring. It's a weak wimp-out. #SemST,NONE
419,to all the girls who ' always wear their invisible crown '  I 'always carry a gun '  #Lionesses #SemST,AGAINST
79,@victoriacoren has an article on women and politics in this months @ELLEUK - it's a must read. #generalelection #politics #women #SemST,FAVOR
124,"I feel so self-conscious now. THAT'S what catcalls do. Not flattered, not pretty. I feel anxious and wanna go home. #SemST",AGAINST
69,RT @mrkrusader: @attorneybharti @TimesNow @ndtv @abpnewstv this is a typical example of #misandry and #Scrap498a #498a #fakecases... #SemST,NONE
219,"MRAs just tried to ""enlighten"" me, which went about as well as the flight of the Hindenburg. #SemST",FAVOR
338,"If the confederate flag offends you, good. Stop making things #politicallycorrect #SemST",NONE
171,"Job should always go to best candidate, regardless of gender. Gender shouldn't even matter anymore, it's 2015! #PaulHenry #SemST",FAVOR
347,@TrapLordAlec @Bold_Radicals 10 to realize this is all actually a symbol for #SemST,NONE
486,Hate when girls turn into bitches because a guy tells them they look good without make up... THATS A COMPLIMENT ?!!??!???? #SemST,AGAINST
