index,text,label
210,@POTUS I want you to President for a 3rd term!!! Please make it happen LOL! I'm fine with #SemST,AGAINST
160,@GOP Of course @HillaryClinton is silent. That insures she doesn't have 2 stand 4 ANYTHING & less chance of offending voters #SemST,AGAINST
423,#Hillary's still very weak among grassroots - as shown by how strong #BernieSanders got how fast on how little. @AaronBlakeWP #SemST,AGAINST
443,@jstines3 @bcwilliams92 #Stephens begged for his life & @HillaryClinton @Madam_President is begging for ur vote #NotAChanceInHell #SemST,AGAINST
106,Fashion News: Hillary has a new clothing line coming out called Flip Flops R US   #tcot #Benghazi #SemST,AGAINST
243,Much like you good people I forgot about my #livetweetingbladerunner a couple weeks ago #callback #potroast #cartography #blue #SemST,NONE
390,A proper introduction of Hillary Clinton should begin with five words: Will the defendant please rise #WhyImNotVotingForHillary #SemST,AGAINST
43,@Jeff_Nichols_82 @HillaryforIA #freedom_justice_equality_education for innovation and development to make #happy_life in Utopia #SemST,FAVOR
367,Before leaving my dad's I took the liberty in framing and put up the pictures he has meeting Hillary and Bill Clinton in '92 #SemST,FAVOR
427,"@senna1 @KirillWasHere how many men are getting their dicks sucked daily in congress, etc and no one gives a shit... #SemST",NONE
218,Saw a bit of @HillaryClinton 's speech & I was proud to hear her plans for policy improvements in our justice system. Thanks! #SemST,FAVOR
426,You know emailgate must be going nowhere when Fox News are hashing out the Bosnia 'sniper fire' story again. #SemST,AGAINST
437,If I get killed. Thank @realDonaldTrump . I was tweeting mad crap about him.  I don't take it back. #SemST,NONE
384,"@Chris_1791 @TruthRevolt That doesn't leave much to talk about, then, does it? #SemST",NONE
171,I love the smell of Hillary in the morning. It smells like Republican Victory. #TedCruz2016 #MarcoRubio #SemST,AGAINST
355,"hey ""transparent"" @HillaryClinton so...who is ""Santa""? #LibHack #Pay2Play #Corruptocrat #tcot #Benghazi #VinceFoster #Monica #SemST",AGAINST
224,@Ba68scgal The guy w/ the #Benghazi sign has guts Loveit #NoHillary2016 #SemST,AGAINST
447,Hillary's campaign raised $45 million  91% of all donations were $100 or less  This is a record. Beating Obama's record in '11 #SemST,AGAINST
354,I always joke about anything political bc if I were serious I'd end up offending people and not realize it. #SemST,NONE
353,"#HillaryDebateQuestion So you profess admiration for #MargaretSanger who wanted to rid the country of ""negros"". Explain please? #SemST",AGAINST
176,#KCA #VoteJKT48ID RfWheels3015: davidjones720 rratkinson Right I mean what the heck is an #ArabDonorGroup ?? #HillaryEmails #D... #SemST,AGAINST
213,I really need my new @HillaryClinton shirt to come in. Meeting some people at the brewery same night as a Bernie meetup there. #SemST,FAVOR
119,/#Leftest #Hippocratic #Domecrats won't vote for #FineLady #MichellBachmann but will vote for #EmailScandal #Benghazi #Killary #SemST,AGAINST
288,If a man demanded staff to get him an ice tea he'd be called a sexists elitist pig.. Oink oink #Hillary #SemST,AGAINST
135,@randyprine @fabiaceae They know they're going to lose to HRC so they keep trying! #SemST,FAVOR
186,SLOWLY SLOWLY THE DEBT CRISIS WILL IMPLODE NATIONS CURRENCY #AmericaDeadBrokeSAVE THE DOLLAR NOW #SemST,NONE
392,"Hillary must have been at the Navy Yard, under sniper fire!  #SemST",AGAINST
4,Today LOVE won and Hate was defeated. #MorningJoe #UnitedBlue #SemST,NONE
439,"The owner of Univisin, donated as much as $25 million to the Clinton Foundation, his wife sits on its board #Univision #Trump #SemST",AGAINST
356,@thehill #MamaHillary is making the case here & just exclusively how to deal with complex social issues. #cnn #bbc #Mamaclinton #SemST,FAVOR
479,Thank you for your kind RTs and FAVs @pamnsc !!! #WakeUpAmerica #todosmarchamos #Cuba #SemST,AGAINST
273,"I called everyone I knew and raised $17,000 from ex-boyfriends - Sen. Klobuchar #SemST",NONE
8,"#HillaryClinton might want to book smaller venues for her rallies, if not many empty seats will be seen on TV, that's bad lol #SemST",AGAINST
279,My dad told me he's voting for Hillary. I'm so proud. LOL #SemST,FAVOR
222,#INeedMeninist because @HillaryClinton is running for president...do I need to say more? #SemST,AGAINST
280,This weekend is the Hillary For America Weekend of Action & I hope you'll participate. -L #California #SemST,FAVOR
325,@ChelseaClinton's mom has got it going on! #POTUS #ChelseasMom #SemST,FAVOR
388,@TheDemocrats @DNCWomen I'm down to help for 2016 election. #SemST,FAVOR
91,I'm a woman. Can I be President? @StopHillaryPAC #SemST,AGAINST
5,@TODAYshow Hillary's emails missing and incomplete? Who'd of thunk it??  JUST TRUST ME!!! #SemST,AGAINST
433,As late as 2013 #HillaryClinton opposed marriage equality. #SemST,AGAINST
509,#LoveWins on the day I get my Hillary gear! #Yaaas #Pride #SemST,FAVOR
469,Hillary: stop pretending you were supporting the LGBT people when you opposed them until 2013. You are a lying conniving human #SemST,AGAINST
368,#Univision ignores Latino candidate Marco Rubio because he doesn't fit their narrative.They're invested with Hillary #rubio2016 #SemST,AGAINST
408,How can she live with herself? #Benghazi #SemST,AGAINST
468,"Last week = Life (Obamacare, gay marriage)  Today = Death (air pollution, lethal injection)  Elections matter, y'all. #SCOTUS #SemST",NONE
236,@BDabs888 let's go shoot your now today. #SemST,NONE
366,I bet Leslie Knope would be so happy about #SemST,FAVOR
235,I think I am going to vote for Monica Lewinsky's Ex- boyfriends Wife #SemST,FAVOR
481,@ProBirdRights: I do a stump speech. It on the stump in the park. attendance mandatory. #SemST,NONE
334,@gerfingerpoken2 #hillary is most likely a felon many times over but has been protected by the political class. #SemST,AGAINST
296,@HillaryClinton Did you feel same about #BillClinton's latest assault of teen girl? #hypocrite #HillaryClinton #Hillary_2016_NO #SemST,AGAINST
143,"@Network_Citizen @ProudInfidel33 @YoungBLKRepub ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #SemST",AGAINST
360,"@TIMENOUT  ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016 #SemST",AGAINST
22,If I ever meet Hillary Clinton I will have died and then come back to life b/c I will be so happy #idol #SemST,FAVOR
463,"@FoxNews  ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016 #SemST",AGAINST
347,"Bill Clinton Decided against taking out Bin Laden.   And we Got September 11, 2001.  #SemST",AGAINST
156,"Technically, a president with raging hormones could refer to estrogen, testosterone or anabolic steroids #IBlamePublicSchools #SemST",AGAINST
84,@realDonaldTrump WHY IS IT THAT YOUR CLOTHING LINE IS MADE IN CHINA? Can U say Lier pants on fire? #morningjoe #unitedblue #SemST,NONE
139,@BuffaloBill71 @AramisFraino @pamnsc  Thank you so much for FAVs and RTs!!! #WakeUpAmerica #SemST,NONE
398,"Just met an awesome supporter on the CX bus! He said ""Hillary is one strong woman and we need that for our country."" #FellowsNV #SemST",FAVOR
431,"@RNRNewYork in her #Emails @HillaryClinton said there were ""a couple of Facebooks"" on her :) #TotalIncompetence #RedNationRising #SemST",AGAINST
375,"Now that #Hillary is raising money like an incumbent president, can we stop pretending that she won't be the nominee? #SemST",AGAINST
150,Join the Twitter movement! RT or fav for a mention or follow back! #SemST,NONE
409,"So when all you brave patriots stop Hillary, who you going to replace her with, Jeb Bush? LOL. #losers #SemST",FAVOR
90,"All Americans have value to our society, it's called a vote. #LiberalLogic    #InternationalJokeDay #SemST",AGAINST
337,"You cant fix stupid, might not be able to vote them out either. #SemST",NONE
381,@LaneLewis Thanks for the follow! #TheHRCSuperVols for #SemST,NONE
444,@Norsu2 secret Clinton docs? gee WHAT a surprise! #SemST,AGAINST
120,@Slate This is why Rand Paul will never be POTUS. #BaltimoreUprising #SemST,NONE
458,#AskBobby would you blame an obscure film maker for the death of #USAmbassador in #Benghazi like #SemST,AGAINST
189,"I guarantee Hillary could care less about black rights.  If Obama did, blacks wouldn't be in the same predicament still.  #SemST",AGAINST
101,"Also the $400,000 ""speaking fees"" #Hillary took from Goldman Sachs for two ""speeches."" @Joan_Vennochi #SemST",AGAINST
52,@JewboyDonny oh I know he won't he effed himself over in the beginning  #SemST,NONE
159,Fantastic Emmet County Dem meeting tonight in Estherville. Glad to meet some @HillaryClinton supporters! #SemST,FAVOR
432,@voxdotcom   #wgn #WGNTV - now mentions ROMNEY? #Hillary CARE = ROMNEY CARE = #Obamacare -- now PUBLIC OPTION for ALL #SemST,NONE
402,@HillaryClinton literally the greatest video I have ever seen. #SemST,FAVOR
480,@AutumnNAlston @JonathanDKF @_sarah_babb_ @McCollumMike @HillaryClinton @HillaryforSC Inaugural tweet from our new account! Go #SemST,AGAINST
376,@larryelder The more Republicans  talk about social policy the better....for #SemST,NONE
416,"Never vote for @RickSantorum ""for the survival of our country"" #LoveWins #SemST",NONE
453,@Shy_Buffy welcome little sister! Love you! #SemST,NONE
307,RT @FutureTXLeader: Who in #CorpusChristi is ready for #MarcoRubio in #2016 #Hooks #CC #Texas #TX #361 #KeepTexasRed #GOP #Tea... #SemST,AGAINST
66,"It's Monday night,do you know where your Hillary supporters are? In Rock Hill at our Amazing Phone bank! Come join!HillaryforSC #SemST",FAVOR
330,So excited to hear @HillaryClinton speak here at @dartmouth in #Hanover #HillaryinNH @HillaryforNH #SemST,FAVOR
485,Forgive #CherylRios of her stupid comments about women being president. She will blame it on that time of the month anyways. #SemST,NONE
303,Let's bring prosperity to the line workers & to the kindergarten teachers!!!- @amyklobuchar #inspiredbyhillary #SemST,FAVOR
37,"Norman Hsu illegally donated $850,000 to @HillaryClinton, there is evidence he worked for China.  White House for sale.  #SemST",AGAINST
168,@BarackObama #Love_peace and peaceful coexistence of all no to violence and #terrorism #SemST,NONE
68,"Folks, this is what happens when Liberals are in control! All hell breaks loose! Had enough yet? #SemST",AGAINST
249,@realDonaldTrump is the only honest voice of the @GOP and that should scare the shit out of everyone! #SemST,AGAINST
1,@DemocratGuide @Reuters bur #Hlllary just raised 45 million! #SemST,AGAINST
454,@WhiteHouse @BarackObama @HillaryforIA @BarackObama The whole #world is supporting you. #SemST,FAVOR
99,Low key it would be interesting to have a female president. #SemST,FAVOR
285,@pikester45 Exactly what I don't want to see happen in America. #SemST,AGAINST
446,@HillaryClinton Yes! I am chipping in 5$ because we have faith in you. #SemST,FAVOR
378,@HillaryClinton #freedom_justice_equality_education for innovation and development to make #happy_life i Utopia #SemST,FAVOR
430,I just want my dog to stop eating the trash #SemST,NONE
130,@akawhit1 ITS TIME TO ROPE OFF KILLARY @FoxNews DELETE HER OFF YOUR BALLOT SHE IS A CLONE OF SODOM  INSANE OBAMMAD #WakeUpAmerica #SemST,AGAINST
162,"Bad punning gets worse, not better, over time. Remember that, America #SemST",NONE
209,Does Hillary really need to run this country? Could we just make her president of the Bingo club at Shady Pines?  #tcot #p2 #SemST,AGAINST
306,RT .@ChuckNellis  .@HillaryClinton name change; it's no longer HRC it's now Hillary Uranium #Benghazi Clinton. Take note. #SemST,AGAINST
2,@Anomaly100 I'm confident that will piss off a few white Anglo-Saxon Protestants!  Keep talking Jeb. #SemST,NONE
395,My vote is definitely for Hillary. I don't want Bush's dumb ass. Don't want Trump either.  #HillaryClinton #SemST,FAVOR
493,@HillaryClinton will be the nominee for the Democratic Party. Period. And she's gonna win the Presidency too. #SorryBernie #SemST,AGAINST
227,@redsteeze @maggieNYT By that time the guy with #Benghazi sign will be arrested. #SemST,AGAINST
424,"So @ClintonFdn, I believe Andrew Fastow beat you to the ""we made mistakes, as many organizations of our size do"" excuse #SemST",AGAINST
271,"@megynkelly anytime a liberal throws around words like ""truth is"" or ""reality is"" you know they're about to LIE! #SemST",NONE
372,"#CarlyFiorina on #hannity, very impressive. A serious presidential candidate vs. A bad actress. #SemST",AGAINST
170,'Hillary-speak' campaign rhetoric is going to be the death of me. @jmarkwalk #SemST,AGAINST
65,The most revealing part about Hillary's released emails is that they're pretty much as boring as mine. #nofriends #SemST,AGAINST
329,@BarackObama thanks for selling out all the workers who voted for you for pushing FastTrack #sellout #SemST,NONE
208,"@LeighStorz @jstines3 Totally agree, Hillary is an incompetent scandal ridden phony. #SemST",AGAINST
67,"#Obama is riding high!! #ObamaCare #LoveWins #Republicans tearing out their hair, whatever is left of it ..Next is #SCOTUS #SemST",NONE
26,@greta What #Bernie2016 has done is work for DECADES on behalf of the American people not the corporatocracy who own corrupted #SemST,AGAINST
46,@debaterlife took me a minute to realize where this came from #SemST,NONE
12,.@CaptYonah @thehill Fine; unethical or illegal quid pro quo uranium deal works for me. #SemST,NONE
76,"@CidEloisa @DiggingLamb Thank you so much for RTs and FAVs, Eloisa and Thomas!!! #WakeUpAmerica #SemST",NONE
417,Hillary flew on private jet to speak to speak about Income & Equality. Dinner plates were $2700.00 ! #EqualityForAll #PJNET #CCOT #SemST,AGAINST
286,"#Putin, #NothingMoreAmericanThan voting for a politician to lead the country when she can't even handle email. #think #SemST",AGAINST
102,It's more than mistakes...with #HillaryClinton lying and cover-ups are a way of life. @NormanSie @n2toom  #tcot #uniteblue #SemST,AGAINST
142,"Take it easy Ed, #BernieSanders is a side show. Democrats are having some fun before getting back to reality in Nov 2016.  #SemST",AGAINST
138,@HillaryClinton you have my support. (Now lets see how many people unfollow me.) #2016election #SemST,AGAINST
11,"@fuzislippers @KLSouth @gdebenedetti Yeah, she's a real forward thinker! Lol  #MakeAmericaGreatAgain #WhyImNotVotingForHillary #SemST",AGAINST
157,@PhxKen Shocked she didn't burst into flames! #WakeUpAmerica #makeAmericaGreatAgain #SemST,AGAINST
510,@GovChristie can't even run NJ and wants to be president? I'd vote for him before @HillaryClinton #SemST,AGAINST
502,I'm proud to announce I support #HillaryClinton!!!! #SemST,FAVOR
70,"I've been doing my reading and I do have to to say, I'm wildly impressed by Hillary Clinton #SemST",FAVOR
204,I think I'll take @JebBush over @BobbyJindal now.. and that is scary to say.  #badchristianvalues #SemST,NONE
492,@HillaryClinton > since trickle down economics has failed when was the last time a poor person created jobs? #SemST,AGAINST
291,@Debber66 @andersonDrLJA She will be a  #CenterHitler. #SemST,AGAINST
315,@WashTimes @BretBaier Why is there no outrage about all the smoke & mirrors w/ this candidate? Are you hiding Hill! #SpillHill #SemST,AGAINST
252,@CoachDLG515 @Retired36 I'm glad that you will now slice all round.  #SemST,AGAINST
265,"In case of Emergency, Push THIS BUTTON to scrub server..... #SemST",NONE
339,"Yes, do tell US, name one of her accomplishments #SemST",AGAINST
36,if Hillary wins the election there's a chance we might move to Australia. #HILLARY4PRES #SemST,AGAINST
81,"Hillary claims to be a ""champion"" of the middle class, but @RandPaul tax plan cuts the FICA tax, benefiting the middle class. #SemST",AGAINST
505,".@HillaryClinton The spatula seems appropriate, given that it can be used to easily flip positions if the heat gets to high. #SemST",AGAINST
201,"@realDonaldTrump ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016 #SemST",AGAINST
328,@Babbsgirl2 @DrMartyFox She is as bad or worse possibly than #Obama and she will continue to break laws as if she is invincible. #SemST,AGAINST
266,The kind of Gov that Liberals promise you can only be achieved and sustained with a Conservative Government.   #HeatWave #tcot #SemST,AGAINST
332,We can't expect change if we continue to vote for the same people. You have to take a chance 4yrs is not that long #Bernie2016 #SemST,AGAINST
434,Federal gov't social spending 61% of budget. Federal gov't defense spending 22% of budget. Something is definitely wrong here. #SemST,NONE
78,@Raging_D_RTR @CrimsonHotMess I'm for CHANGE and EQUALITY #SemST,NONE
411,Students of #BaylorUniversity are y'all ready for #MarcoRubio in #2016 #BU #Baylor #Bears #BaylorBears #NewAmericanCentury #GOP #SemST,AGAINST
151,@nytimes this will cost them the 2016 election. #SemST,NONE
257,Wondering what the NEXT idiotic GOP smear against @HillaryClinton will be. It's coming for sure. Just don't know details yet. #SemST,FAVOR
23,"It's time that we move from good words 2 good works, from sound bites 2 sound solutions HILLARY CLINTON #HillaryClinton #SemST",FAVOR
379,@theblaze  Heaven forbid anyone invade the space of the Queen of Lies. -_- #SemST,AGAINST
335,Will the media ever get real with Hillary? #2016 #Benghazi #Clinton #SemST,AGAINST
383,"@HillaryClinton had more twitter followers then all four major Republican candidates (Bush, Rubio, Paul, Cruz) COMBINED. #SemST",FAVOR
61,"Sen. Kaine (D-VA) on #SCOTUSMarriage: ""What a great victory! #SemST",NONE
247,Insurgent. What will happen if Hillary becomes dictator in chief. #SemST,AGAINST
464,.@Theblacksphere #Hillary took a #HypocriticalOath with a vow to do harm to all that cross her. Are you #ReadyForHillary  #GOP2016 #SemST,AGAINST
17,@HillaryClinton @ca_hillary stand on the right side #SemST,FAVOR
413,"@weknowwhatsbest ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016 #SemST",AGAINST
93,Support #independent #BernieSanders because he's not a liar. #POTUS #libcrib #democrats #tlot #republicans #WakeUpAmerica #SemST,AGAINST
145,My how times have changed: @MartinOMalley has focused his attacks on @BernieSanders not @HillaryClinton #SemST,NONE
477,"@politico @anniekarni ""@HillaryClinton can't even manage @billclinton & she wants to be @POTUS"" #WakeUpAmerica #StopHillary2016 #SemST",AGAINST
438,Thank you @HillaryClinton for your support of the LGBT community. On this historic day I thank you for giving us hope. #SemST,FAVOR
169,@foxnewspolitics NOT EVEN A LITTLE BIT!!! #Nobama #WeMissYouGipper #SemST,NONE
456,This is not her first time at the rodeo!  @HillaryClinton doesn't care who likes her or not This woman is on a mission #Tough #SemST,FAVOR
467,"@HillaryClinton More lies and hypocrisy. As senator of NY, you clearly said you were opposed to gay marriage. #SemST",AGAINST
109,So thankful for all of the volunteers who joined us at Bliss Studio in Fairfield tonight! #Rockstars #SemST,NONE
346,BIG BOOTY BITCHES BIG BIG BOOTY BITCHES #SemST,AGAINST
320,@chicagotribune #ayyylmao do #Democrats & other #liberals realize no one wants #HillaryClinton which is #Obamanation 2.0? #SemST,AGAINST
239,Win with the Blacks. Put some of your focus on the racial tension between Blacks and Whites. #SemST,AGAINST
495,@dedicated_to_it i think the main problem is having your foot in your mouth in the first place. #SemST,NONE
422,"Because I'm against common core, common crooks and common lies! #NoHillary2016 #StopHillaryClinton2016 #WhyImNotVotingForHillary #SemST",AGAINST
503,"White, middle-aged men did a pretty good job leading this Country for 230 yrs. Racist? Sexist? No, I'm a realist. #SemST",AGAINST
240,"@TODAYshow @ChrisChristie is not qualified b/c he eats $82,000 in snacks & b/c of D corruption of #Bridgegate  A BIG FAT BULLY! #SemST",AGAINST
474,@HillaryClinton is opening 10 more offices in Iowa this week.  She's not playing around! #iacaucus #SemST,AGAINST
494,"I hate Hillary Clinton and Obama, please go die together  thrown into the ocean get ripped into prices by sharks. #SemST",AGAINST
38,2016 is going to be a great year. Rush Limbaugh's contract is over and he will be dropped by so many. Liberal victory #stoprush #SemST,NONE
428,crazy to think next up for the Oval Office is either going to be Hillary or a Republican #SemST,AGAINST
92,RT @GunnJessica: Because I want young American women to be able to be proud of the 1st woman president #SemST,FAVOR
344,"I support Bernie on account USA needs a new direction but, if he loses in primary ,I'll support Hillary Clinton. #Sanders2016 #SemST",AGAINST
308,RT @spanglishpop: Thanks @GOP keep sending in the clowns! It makes this upcoming election very entertaining #latinos2016 #Rock... #SemST,NONE
345,"@sunbeltgirl @9975Ts @bobwilsonn ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #StopHillary2016 #SemST",AGAINST
18,"@HillaryforNV @MissLynnetteH 2 hours left, let's chip in $5, Nevada! #raisethenewPOTUS #SemST",AGAINST
362,@ghostseven77 WE HAVE A TROLL ! #morningjoe #unitedblue #SemST,NONE
220,"Gay Rights are Human Rights, and Human Rights are #GayRights - @HillaryClinton #HillaryForAmerica #SemST",FAVOR
487,RT @Waitingforahero: 2nd tweet-#POTUS2016 candidates #guncontrol Read article-esp #JebBush (make #GunViolence worse) & #GunSen... #SemST,AGAINST
343,@JohnKerry @BALWANIKAPIL @HillaryClinton @StateDept @tomperriello  I didn't realize #PayToPlayDiplomacy was such a big hit!  #SemST,AGAINST
403,Lets remember #dickcheney is an unindicted war criminal b4 we start yelling #Benghazi day after day. Will we ever see justice? #SemST,NONE
317,"@liars_never_win @HillaryClinton shhh, go get me an iced tea..... #SemST",AGAINST
507,Ding Dong ____ _____ __ ____ #SemST,NONE
125,Hilly & Barry's Bloody Benghazi Bamboozle #HillaryIceCreamFlavors   #tcot #WakeUpAmerica #SemST,AGAINST
174,Let's shatter the glass ceiling! - @GerryConnolly #VAdems #SemST,NONE
226,"@theblaze If you think Hillary isn't taking foreign money from Muslim brotherhood, you probably favor Obama as chief justice #SemST",AGAINST
128,WHO'S READY FOR A DAY OF ACTION?! I know I am! #FellowsSC #SemST,NONE
482,Free market capitalism is America's best friend because of constant pressure to innovate & use resources efficiently. #SemST,AGAINST
498,"Night, sleep tight, don't let Hillary bite. says @Tony_Tickets   ""Nightmares"" is all I say.  #SemST",AGAINST
490,"@jstines3 @WoodenThreat Open mouth, reveal heart-Margaret Sanger,architect for black genocide @larryelder @TheFive #HillarySoWhite #SemST",AGAINST
406,I think it's funny people think Bernie can take on Hillary and Bill #SemST,FAVOR
196,@CheekyGent @ChuckCJohnson Hey Hillary is on her to way to buy votes too! #HillarySoOld #SemST,AGAINST
3,@JerseyKidPicks thank you sir. It's an honor to hear it. USA for life. Spread this for me. #RememberBenghazi2016 #SemST,NONE
357,@LaureneDiCillo @NBCNews @dl34l And why are major media outlets not exposing Hillary's blatant flip flopping on this issue. #SemST,AGAINST
358,Hey #TexasState #Bobcats I hope y'all are ready for #MarcoRubio #2016 #TexasStateUniversity #NewAmericanCentury #Texas #TCOT #SemST,NONE
511,"I'd love for some reporter to ask, ""Sec Clinton, will u b returning the White House china, if elected? Or did u already hock it? #SemST",AGAINST
300,@WNTonight i love bernie because he ain't #SemST,NONE
361,RT @putterrod: @IngrahamAngle Republicans everywhere are looking for someone to lead. A leader not a liar. #SemST,AGAINST
45,Thanks @izzybugatti for participating! WE are lucky to have YOU here in Iowa. #FellowsIA #SemST,NONE
377,Leader of free world. Global navigating. Interacting with the international community. Beyond big crowds. Learned lesson. #SemST,AGAINST
436,"I need @JamesCarville & @HillaryClinton to stop emailing me. I love you, but I need my space. #stillvotingforyou #SemST",FAVOR
