index,text,label
98,"Raining again then Im sure, it wi suddenly get warm again right after. #SemST",FAVOR
47,"Clean technology, this is your moment #innovation #technology #davidattenboroughismyhero #SemST",FAVOR
257,The default scientific position is skepticism. #tcot #SemST,NONE
227,if this heat is killing me i don't wanna know what the poor polar bears are going through right now  #SemST,FAVOR
281,@abcnews afterwards can they call @TonyAbbottMHR and advise him he needs to act on #auspol #SemST,NONE
229,@ChelseaMAGOP He's not perfect. Who among us is?  ;-)  #encyclical #SemST,NONE
302,@shalomshuli I'm guessing there was a lot less humidity back in the time of Moses. #SemST,FAVOR
41,@RegimeChangeBC @ndnstyl It's sad to be the last generation that could change but does nothing. #Auspol #SemST,FAVOR
304,@WSJ images like this make me fearful that the next epidemic must be coming soon. #overpopulation #SemST,NONE
272,We need integrated #science with #indigenous knowledge to understand & adapt to  #CFCC15 #SemST,FAVOR
268,@cschultzwx there has been a ton of lightning up there every other day for the past week! #lolz #SemST,NONE
160,"I really can't stand the Catholic church but I think I have a crush on #PopeFrancis ! Shhhh, don't tell!  #AnimalRights #SemST",NONE
261,It's hotter in Oregon then it is in California right now. #SemST,FAVOR
192,Inland so cal has been hot and humid all day. This seems to be our summers - muggy. So strange. #SemST,FAVOR
217,@lancet  #climatehealth report says we need ambitious programme like Marshall plan or Apollo mission to tackle climate change #SemST,FAVOR
